"HLA"	"probe"	"probe.protein"	"probe.NA"	"probe.positive"	"probe.negative"	"beta"	"se"	"F"	"P"	"FDR"
"HLA_DQB1_0201"	"twist_99804"	"AFN38822.1 hypothetical protein phi_MSA6_ORF149 [Staphylococcus phage MSA6]"	0	107	1330	0.083413983400296	0.222004693705348	0.375730719959488	0.70711709727509	0.953969797215812
"HLA_DQB1_0201"	"twist_58592"	"positive (from uniprot): Human herpesvirus 4  Epstein-Barr nuclear antigen 1 "	79	200	1158	-0.0773694340801424	0.189682831142625	-0.407888439950411	0.68335558009635	0.948818984781052
"HLA_DQB1_0201"	"twist_30889"	"HCMVTRL10 = IRL10"	0	232	1205	0.0130136074159943	0.171247500831747	0.0759929771400303	0.939424685473155	0.993869359861357
"HLA_DQB1_0201"	"agilent_41807"	"YP_004890585.1"	0	242	1195	-0.438491442766939	0.176848286608684	-2.47947803835498	0.013157483246569	0.335154863502814
"HLA_DQB1_0201"	"agilent_106304"	"WP_001047565.1 (1/2)"	0	117	1320	0.133167625434794	0.220827481605308	0.603039189084304	0.546482619071986	0.915461353067635
"HLA_DQB1_0201"	"twist_42886"	"glycoprotein D (2/2)"	0	251	1186	-0.158938653193063	0.164512669159496	-0.966118013920077	0.333985131526149	0.836887766555921
"HLA_DQB1_0201"	"agilent_156142"	"WP_092975188.1 (1/1)"	0	84	1353	-0.0423330136396643	0.255588320900027	-0.165629687188339	0.868448382971797	0.983370491835441
"HLA_DQB1_0201"	"agilent_8106"	"tegument protein US11"	0	162	1275	0.196326413460045	0.215810522557402	0.909716593674552	0.362971990774481	0.850156526890975
"HLA_DQB1_0201"	"agilent_24672"	"YP_194478.1 (1/1)"	0	82	1355	-0.574353934055668	0.318221990381913	-1.80488448760677	0.0710927597165851	0.591602460122911
"HLA_DQB1_0201"	"twist_78015"	"YP_009196345.1 DNA-directed RNA polymerase [Enterobacter phage phiEap-1]"	0	64	1373	0.423415718880534	0.269108921749246	1.57339903905182	0.11562644938324	0.669892225528227
"HLA_DQB1_0201"	"twist_48402"	"Adhesin P1 precursor (Cytadhesin P1) (Attachment protein) & ADP1_MYCPN adhesin P1"	0	96	1341	-0.0778938806647804	0.247969093078079	-0.314127376512418	0.75342429769689	0.963147825260759
"HLA_DQB1_0201"	"twist_45861"	"RNA polymerase beta'-subunit"	0	101	1336	-0.671839963245719	0.290569292815592	-2.31215059490852	0.0207693857981467	0.400518451981653
"HLA_DQB1_0201"	"twist_70073"	"YP_009152644.1 hypothetical protein ACQ38_gp20 [Proteus phage PM 93]"	0	82	1355	-0.0433043555408362	0.265791994735646	-0.162925732898413	0.870576909610283	0.983655712314256
"HLA_DQB1_0201"	"agilent_9407"	"glycoprotein BALF4 & Glycoprotein GP110 precursor & BALF4"	0	102	1335	0.226117583498692	0.247417614552214	0.913910611853278	0.360763817132272	0.849052155063728
"HLA_DQB1_0201"	"twist_40698"	"Adhesin P1 precursor (Cytadhesin P1) (Attachment protein) & ADP1_MYCPN adhesin P1"	0	94	1343	-0.318584966767083	0.277589598316757	-1.14768337394093	0.251099297193065	0.791313953465685
"HLA_DQB1_0201"	"twist_26456"	"Transcription factor-like 5 protein (Cha transcription factor) (HPV-16 E2-binding protein 1) (E2BP-1)"	158	60	1219	0.150321418950685	0.337773203538762	0.44503654338416	0.656293345565748	0.943016564890977
"HLA_DQB1_0201"	"agilent_171410"	"WP_039451723.1"	0	79	1358	-0.160227211161098	0.280565933115477	-0.571085767191664	0.56794150596445	0.921357418639038
"HLA_DQB1_0201"	"agilent_26905"	"YP_536259.1"	0	105	1332	-0.186509733611681	0.251283144701944	-0.742229383641738	0.457948368461921	0.887790082942384
"HLA_DQB1_0201"	"agilent_124373"	"WP_005332882.1 (1/4)"	0	60	1377	-0.00397987355196232	0.295996823408717	-0.0134456630518188	0.989272236280159	1
"HLA_DQB1_0201"	"agilent_125500"	"MH0108_GL0050529 (1/5)"	0	77	1360	0.223674872255373	0.252577558306957	0.885569065417686	0.375849787295514	0.855924573285812
"HLA_DQB1_0201"	"twist_35030"	"fibronectin-binding protein A"	0	373	1064	1.14961515442801	0.134429501259455	8.55180703385339	1.21176241439387e-17	2.21578035044071e-13
"HLA_DQB1_0201"	"agilent_714"	"major capsid protein (4/4) & UL19"	0	115	1322	-0.0208406656198942	0.239778986602042	-0.086916146886896	0.930738164732087	0.992592309574873
